Mon May 30 14:42:21 2022    profile.prof

         882669 function calls (823570 primitive calls) in 4.464 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      164    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.GetHandleShapeAndType}
      993    0.001    0.000    0.002    0.000 =\lib\os.py:746(encodekey)
      189    0.001    0.000    0.005    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:193(_track_symbol)
     1268    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1096(graph)
      194    0.001    0.000    0.006    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1792(<listcomp>)
        4    0.001    0.000    1.185    0.296 C:/Users/Danish Amin/PycharmProjects/TF-NLP/train.py:96(render_)
      332    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\ops\variables.py:149(validate_synchronization_aggregation_trainable)
      148    0.001    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\keras\utils\generic_utils.py:169(deserialize_keras_object)
     2307    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      777    0.001    0.000    0.152    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      966    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
      720    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:2254(__setattr__)
  1040/24    0.001    0.000    0.005    0.000 =\lib\site-packages\gast\astn.py:9(_visit)
      868    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     2347    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:855(__enter__)
      906    0.001    0.000    0.066    0.000 =\lib\site-packages\tensorflow_core\python\util\dispatch.py:177(wrapper)
     1056    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\c_api_util.py:143(tf_buffer)
  722/142    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\activity.py:122(mark_read)
      436    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:2170(inputs)
  320/100    0.001    0.000    0.007    0.000 =\lib\site-packages\tensorflow_core\python\training\tracking\base.py:453(_method_wrapper)
      148    0.001    0.000    0.024    0.000 =\lib\site-packages\tensorflow_core\python\ops\array_ops.py:2293(_constant_if_small)
      769    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      995    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      164    0.001    0.000    0.012    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     1648    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\pywrap_tensorflow_internal.py:2506(IsSequence)
     3143    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\dtypes.py:128(as_datatype_enum)
      300    0.001    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:6441(__enter__)
      192    0.001    0.000    0.001    0.000 =\lib\threading.py:335(notify)
      164    0.001    0.000    0.006    0.000 =\lib\site-packages\tensorflow_core\python\ops\resource_variable_ops.py:263(__del__)
      640    0.001    0.000    0.001    0.000 =\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
     4544    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     4544    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      661    0.001    0.000    0.021    0.000 =\lib\site-packages\tensorflow_core\python\framework\constant_op.py:164(constant)
        1    0.001    0.001    0.001    0.001 =\lib\site-packages\tensorflow_core\contrib\decision_trees\proto\generic_tree_model_pb2.py:5(<module>)
      200    0.001    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_ops.py:646(cast)
       72    0.001    0.000    0.173    0.002 =\lib\site-packages\tensorflow_core\python\keras\optimizer_v2\adam.py:187(_resource_apply_dense)
      144    0.001    0.000    0.379    0.003 =\lib\site-packages\tensorflow_core\python\ops\variables.py:221(_variable_v2_call)
     3095    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
      516    0.001    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\util\nest.py:170(_yield_sorted_items)
   488/11    0.001    0.000    0.010    0.001 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\reaching_definitions.py:301(visit)
     1648    0.001    0.000    0.001    0.000 {built-in method _pywrap_tensorflow_internal.IsSequence}
   1242/8    0.001    0.000    0.621    0.078 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      192    0.001    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\util\lock_util.py:96(release)
      440    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer_utils.py:389(enter)
      119    0.001    0.000    0.007    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:231(check_accepts)
      588    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\backprop.py:76(make_attr)
        4    0.001    0.000    0.040    0.010 C:/Users/Danish Amin/PycharmProjects/TF-NLP/train.py:48(pos_enc)
      164    0.001    0.000    0.008    0.000 =\lib\site-packages\tensorflow_core\python\ops\gen_resource_variable_ops.py:160(assign_variable_op)
       58    0.001    0.000    0.001    0.000 =\lib\inspect.py:613(cleandoc)
      144    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\keras\optimizer_v2\optimizer_v2.py:934(_restore_slot_variable)
      627    0.001    0.000    0.001    0.000 =\lib\weakref.py:153(__contains__)
      611    0.001    0.000    0.001    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      598    0.001    0.000    0.011    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1201(convert_to_tensor_v2)
      978    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
     1387    0.001    0.000    0.003    0.000 =\lib\abc.py:137(__instancecheck__)
   551/11    0.001    0.000    0.013    0.001 =\lib\site-packages\tensorflow_core\python\autograph\core\converter.py:338(visit)
      178    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\op_def_library.py:173(_MakeType)
      131    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\ast_util.py:258(parallel_walk)
     3045    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      164    0.001    0.000    2.562    0.016 =\lib\site-packages\tensorflow_core\python\ops\gen_logging_ops.py:30(_assert)
      156    0.001    0.000    0.012    0.000 =\lib\site-packages\numpy\core\fromnumeric.py:2843(prod)
      148    0.001    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\keras\initializers.py:169(deserialize)
     4916    0.001    0.000    0.001    0.000 =\lib\inspect.py:2517(name)
      104    0.001    0.000    0.011    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_ops.py:922(r_binary_op_wrapper)
     1656    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:5473(_GetGlobalDefaultGraph)
      192    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\util\lock_util.py:86(acquire)
      164    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\execute.py:196(make_shape)
      968    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\backprop.py:93(__init__)
       72    0.001    0.000    0.175    0.002 =\lib\site-packages\tensorflow_core\python\keras\optimizer_v2\optimizer_v2.py:448(apply_grad_to_update_var)
      404    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:5122(device)
      194    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:4392(_apply_device_functions)
     1896    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\dtypes.py:87(_is_ref_dtype)
     2347    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       62    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\autograph\pyct\static_analysis\reaching_definitions.py:127(visit_node)
      171    0.001    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_export.py:283(_validate_symbol_names)
      730    0.001    0.000    0.001    0.000 =\lib\functools.py:67(wraps)
      652    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_shape.py:776(<listcomp>)
      365    0.001    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_shape.py:837(__iter__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      144    0.001    0.000    0.378    0.003 =\lib\site-packages\tensorflow_core\python\ops\variables.py:235(<lambda>)
     2447    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      589    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      209    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
    96/17    0.001    0.000    0.001    0.000 =\lib\sre_compile.py:71(_compile)
      770    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
     3080    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
   240/20    0.000    0.000    0.005    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer.py:1142(_clear_losses)
      148    0.000    0.000    0.005    0.000 =\lib\site-packages\tensorflow_core\python\keras\initializers.py:189(get)
     2532    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
     2052    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      993    0.000    0.000    0.001    0.000 =\lib\os.py:740(check_str)
      171    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_export.py:255(__init__)
      440    0.000    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\keras\utils\tf_utils.py:315(are_all_symbolic_tensors)
      174    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3712(get_operations)
       13    0.000    0.000    0.053    0.004 =\lib\site-packages\tensorflow_core\python\framework\load_library.py:38(load_op_library)
      194    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3815(_next_id)
      220    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\keras\engine\base_layer_utils.py:437(autocast_context_manager)
       72    0.000    0.000    0.178    0.002 =\lib\site-packages\tensorflow_core\python\distribute\distribute_lib.py:2167(_update_non_slot)
      404    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:1669(device)
     1261    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_decorator.py:114(_has_tf_decorator_attr)
      248    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:686(_as_tf_output)
      536    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:250(uid)
     2152    0.000    0.000    0.000    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      236    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:5205(_colocate_with_for_gradient)
      194    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:1805(_control_flow_post_processing)
     1208    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\pywrap_tensorflow_internal.py:1448(<lambda>)
  567/334    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\contrib\labeled_tensor\python\ops\_typecheck.py:176(_replace_forward_references)
      661    0.000    0.000    0.004    0.000 =\lib\site-packages\tensorflow_core\python\framework\tensor_shape.py:778(_v2_behavior)
      694    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\util\nest.py:536(<listcomp>)
      203    0.000    0.000    0.011    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_inspect.py:98(getargspec)
      504    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:1894(_tmp_in_graph_mode)
      148    0.000    0.000    0.039    0.000 =\lib\site-packages\tensorflow_core\python\ops\init_ops.py:111(__call__)
      368    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\ops\math_ops.py:3413(conj)
      346    0.000    0.000    0.002    0.000 =\lib\site-packages\tensorflow_core\python\framework\ops.py:3843(as_default)
      203    0.000    0.000    0.010    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_inspect.py:55(_getargspec)
      510    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\context.py:234(pop)
      140    0.000    0.000    0.036    0.000 =\lib\site-packages\tensorflow_core\python\eager\execute.py:33(quick_execute)
      576    0.000    0.000    0.000    0.000 =\lib\site-packages\tensorflow_core\python\ops\resource_variable_ops.py:474(device)
   191/65    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\training\tracking\data_structures.py:686(__getattribute__)
      771    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
      164    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\execute.py:186(make_type)
  282/276    0.000    0.000    0.003    0.000 =\lib\site-packages\tensorflow_core\python\util\nest.py:385(_packed_nest_with_indices)
     1025    0.000    0.000    0.001    0.000 =\lib\inspect.py:158(isfunction)
      171    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\util\tf_export.py:312(__call__)
       13    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.398    0.100 =\lib\site-packages\tensorflow_core\python\keras\optimizer_v2\adam.py:145(_create_slots)
     1280    0.000    0.000    0.001    0.000 =\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
      328    0.000    0.000    0.001    0.000 =\lib\site-packages\tensorflow_core\python\eager\execute.py:172(make_str)
      775    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
      777    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
